molecule_chembl_id,canonical_smiles,activity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50,activityclass,index_x,value_x,property_x,scaffold_train_test_label_x,random_train_test_label_x,index_y,value_y,property_y,scaffold_train_test_label_y,random_train_test_label_y
,COc1ccc(OC)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,,,,,,,,6028.0,3.65,logd,train,test,,,,,
,COc1ccc(OC)c(CN(C(C)=O)c2cc(I)ccc2Oc2ccccc2)c1,,,,,,,,5802.0,4.03,logd,train,train,,,,,
,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc2ccccc2)c1,,,,,,,,11808.0,3.52,logd,train,train,,,,,
,COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)c1,,,,,,,,11809.0,3.71,logd,train,train,,,,,
,COc1ccc(OC)c(CNc2n[nH]c3ccnc(Oc4ccccc4)c23)c1,,,,,,,,11810.0,4.25,logd,test,train,,,,,
,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,,,,,,,,3157.0,1.77,logd,test,test,6808.0,5.6082,solubility,train,test
,COc1ccc(OC)c(N)c1,,,,,,,,,,,,,10051.0,7.656,solubility,train,train
,COc1ccc(OC)c(S(=O)(=O)N(C)Cc2ccc(F)cc2)c1,,,,,,,,4152.0,3.7,logd,train,train,,,,,
,COc1ccc(OC)c(S(=O)(=O)N(Cc2ccc(F)cc2)Cc2ccc(F)cc2)c1,,,,,,,,1377.0,4.7,logd,train,test,,,,,
,COc1ccc(OC)c(S(=O)(=O)N(Cc2ccc(F)cc2)Cc2ccnn2C)c1,,,,,,,,5125.0,3.5,logd,train,test,,,,,
,COc1ccc(OC)c(S(=O)(=O)N(Cc2ccc(F)cc2)Cc2cnc(OC)nc2OC)c1,,,,,,,,1376.0,3.8,logd,train,train,,,,,
,COc1ccc(OC)c(S(=O)(=O)N(Cc2ccc(F)cc2)Cc2nc(C)no2)c1,,,,,,,,9347.0,3.5,logd,train,train,,,,,
,COc1ccc(OC)c(S(=O)(=O)N(Cc2ccc(F)cc2)c2ccc(F)cc2)c1,,,,,,,,9348.0,4.3,logd,train,train,,,,,
,COc1ccc(OC)c(S(=O)(=O)N(Cc2ccccc2)Cc2ccccc2)c1,,,,,,,,7812.0,4.6,logd,train,train,,,,,
,COc1ccc(OC)c([N+](=O)[O-])c1,,,,,,,,,,,,,12004.0,5.883,solubility,train,train
,COc1ccc(OC)c2c(=O)c3c([nH]c12)CCCC3,,,,,,,,5870.0,1.5,logd,train,train,1192.0,5.0212,solubility,test,train
,COc1ccc(OCC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5cc(C)ncn5)ccc42)C3)c(C#N)c1,,,,,,,,1470.0,2.3,logd,train,train,,,,,
,COc1ccc(OCC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5cc(C)ncn5)ccc42)C3)c(C(N)=O)c1,,,,,,,,8112.0,2.0,logd,train,train,,,,,
,COc1ccc(OCC(C)(O)CO)cc1,,,,,,,,,,,,,9777.0,7.4023,solubility,train,train
,COc1ccc(OCC(O)CO)cc1,,,,,,,,,,,,,9957.0,7.5498,solubility,train,test
,COc1ccc(OCCF)c(CN(C(C)=O)c2cccnc2Oc2ccccc2)c1,,,,,,,,7465.0,1.58,logd,test,train,,,,,
,COc1ccc(OCCF)cc1CN(C(C)=O)c1cc(F)ccc1Oc1ccccc1,,,,,,,,8114.0,3.28,logd,train,test,,,,,
,COc1ccc(OCC[NH+](CCCl)Cc2ccccc2)cc1,,,,,,,,,,,,,5467.0,4.7514,solubility,train,train
,COc1ccc(OCc2cc(C)ccn2)c(-c2ccc3c(c2)CCNCC3)c1,,,,,,,,1583.0,3.0,logd,train,train,,,,,
,COc1ccc(OCc2cc(C)nc(-c3ccccn3)n2)cc1,,,,,,,,1369.0,2.8,logd,train,train,,,,,
,COc1ccc(OCc2cnccn2)c(-c2ccc3c(c2)CCNCC3)c1,,,,,,,,8491.0,2.4,logd,test,train,,,,,
,COc1ccc(Oc2ccc(C3(N4CCN(CCO)CC4)C(=O)NC(=O)NC3=O)cc2)cc1,,,,,,,,3660.0,1.79,logd,test,train,,,,,
,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,,,,,,,,,,,,,2666.0,4.84,solubility,train,train
,COc1ccc(Oc2cccc(CN3CCCC(n4cc(C)c(=O)[nH]c4=O)C3)c2)cc1,,,,,,,,11811.0,3.17,logd,test,train,,,,,
,COc1ccc(Oc2ncccc2C(=O)NCc2ccccc2Cl)cc1,,,,,,,,11812.0,3.59,logd,train,train,,,,,
,COc1ccc(S(=O)(=O)N(CC(=O)O)c2ccc(N(CC(=O)O)S(=O)(=O)c3ccc(OC)cc3)c(OCc3ccccc3)c2)cc1,,,,,,,,,,,,,2300.0,5.5718,solubility,train,test
,COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccccc2)cc1,,,,,,,,3055.0,4.7,logd,train,train,,,,,
,COc1ccc(S(=O)(=O)N2CCC[C@H](n3cc(C)c(=O)[nH]c3=O)C2)cc1Oc1cccc(Cl)c1,,,,,,,,11813.0,2.73,logd,train,test,,,,,
,COc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,,,,,,,,11814.0,1.39,logd,train,train,,,,,
,COc1ccc(S(=O)(=O)NCC(c2ccccc2)N2CCCCCC2)cc1,,,,,,,,11815.0,3.13,logd,train,train,,,,,
,COc1ccc(S(=O)(=O)Nc2ccc(-c3ccccc3)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c2=O)cc1,,,,,,,,11816.0,2.5,logd,train,test,,,,,
,COc1ccc(S(=O)(=O)Nc2ccc(-c3cccnc3)cc2F)cc1OC,,,,,,,,5822.0,1.7,logd,train,train,,,,,
,COc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1OC,,,,,,,,11817.0,2.56,logd,train,train,,,,,
,COc1ccc(S(=O)(=O)Nc2ccccn2)cc1,,,,,,,,11818.0,0.87,logd,train,train,,,,,
,COc1ccc(S(=O)(=O)Nc2nnc(CC(C)C)s2)cc1,,,,,,,,,,,,,5893.0,5.0125,solubility,train,train
,COc1ccc(S(=O)(=O)c2ccc(S(N)(=O)=O)o2)cc1,,,,,,,,,,,,,14807.0,5.9756,solubility,test,train
,COc1ccc(S(=O)(=O)c2ccc(S(N)(=O)=O)s2)cc1,,,,,,,,,,,,,14791.0,4.7781,solubility,test,train
,COc1ccc(S(=O)(=O)c2coc(S(N)(=O)=O)c2)cc1,,,,,,,,,,,,,12032.0,5.976,solubility,train,train
,COc1ccc(S(=O)(=O)c2csc(S(N)(=O)=O)c2)cc1,,,,,,,,,,,,,12013.0,4.778,solubility,train,train
,COc1ccc(S(C)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,,,,,,,,2194.0,1.3,logd,train,train,,,,,
,COc1ccc(S(C)(=O)=O)cc1S(=O)(=O)N(Cc1ccc(F)cc1)Cc1ccc(F)cc1,,,,,,,,5127.0,3.9,logd,train,train,,,,,
,COc1ccc(S(N)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1,,,,,,,,6514.0,1.2,logd,train,test,,,,,
,COc1ccc(S(N)(=O)=O)cc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1,,,,,,,,9241.0,3.6,logd,train,train,,,,,
,COc1ccc(SCC2CN=C(N)O2)cc1,,,,,,,,,,,,,8452.0,6.5487,solubility,train,train
,COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,,,,,,,,3137.0,1.005,logd,test,train,,,,,
,COc1ccc(Sc2ccccc2CN(C)C)c(N)c1,,,,,,,,6719.0,2.825,logd,train,train,,,,,
,COc1ccc([C@@H](C)c2cc(-c3sc(C)nc3C)n[nH]2)cc1,,,,,,,,6338.0,4.0,logd,train,train,,,,,
,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,,,,,,,,2575.0,2.14,logd,train,train,5087.0,5.2428,solubility,test,test
,COc1ccc([C@@](O)(c2cncnc2)C2CC2)cc1,,,,,,,,,,,,,8178.0,6.4,solubility,train,train
,COc1ccc([C@@]2(F)C[C@@H]2N)cc1OC,,,,,,,,7588.0,0.58,logd,train,train,,,,,
,COc1ccc([C@H](C)c2cc(-c3sc(C)nc3C)n[nH]2)cc1,,,,,,,,6099.0,3.9,logd,train,train,,,,,
,COc1ccc([C@H]2CN(NS(C)(=O)=O)C(=O)N2CCc2ccc(OC(F)(F)F)cc2)cc1,,,,,,,,,,,,,1666.0,3.9271,solubility,train,train
,COc1ccc([C@H]2C[C@@H]2C(=O)Nc2nc3ccc(-c4cn[nH]c4)cc3s2)cc1,,,,,,,,6014.0,4.4,logd,train,test,,,,,
,COc1ccc([C@H]2C[C@@H]2C(=O)Nc2nc3ccc(OC)cc3s2)cc1,,,,,,,,,,,,,386.0,4.0414,solubility,train,train
,COc1ccc([C@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,,,,,,,,11820.0,1.99,logd,test,test,,,,,
,COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,,,,,,,,,,,,,167.0,4.6949,solubility,train,train
,COc1ccc([C@]2(C#N)CC[C@H](C(=O)O)CC2)cc1OC1CCCC1,,,,,,,,11821.0,0.76,logd,train,train,,,,,
,COc1ccc([C@]2(O)CC[C@H](N3CC[C@H](NC(=O)CNC(=O)c4cccc(C(F)(F)F)c4)C3)CC2)cn1,,,,,,,,11822.0,1.72,logd,test,train,,,,,
,COc1ccc([C@]2(c3ccc(F)cc3)N=C(c3cc(C#N)ccn3)N[C@H]2C)cn1,,,,,,,,3873.0,3.5,logd,train,train,,,,,
CHEMBL213580,COc1ccc([N+](=O)[O-])c(S(=O)(=O)c2ccccc2)n1,active,294.288,1.8312,0.0,6.0,7.236572006437063,active,,,,,,,,,,
,COc1ccc([N+](=O)[O-])c2ccccc12,,,,,,,,,,,,,13682.0,4.643,solubility,train,test
,COc1ccc([N+](=O)[O-])cc1,,,,,,,,,,,,,2911.0,6.59,solubility,train,train
,COc1ccc([N+](=O)[O-])cc1N,,,,,,,,,,,,,11823.0,5.835,solubility,train,test
,COc1ccc([P+](CCCCCCCCCCC2=C(C)C(=O)c3ccccc3C2=O)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,,,,,,,,2650.0,3.52,logd,train,train,,,,,
,COc1ccc([P+](CCCCCCCCCCN2C(=O)c3ccccc3C2=O)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,,,,,,,,1447.0,3.19,logd,train,train,,,,,
,COc1ccc([P+](CCCCCCCCCCNC2=CC(=O)c3ccccc3C2=O)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,,,,,,,,5791.0,4.37,logd,train,train,,,,,
,COc1ccc([S+](C)[O-])cc1S(=O)(=O)N(Cc1ccccc1)Cc1ccccc1,,,,,,,,7785.0,3.5,logd,train,train,,,,,
,COc1ccc2[nH+]ccc(C(O)Cc3[nH+]ccc4ccccc34)c2c1,,,,,,,,,,,,,4300.0,3.6472,solubility,test,train
,COc1ccc2[nH]c(-c3cccnc3)c(/C=C3\Oc4cc(O)cc(O)c4C3=O)c2c1,,,,,,,,,,,,,1139.0,3.3978,solubility,train,train
,COc1ccc2[nH]c(=O)n(C[C@H]3CC[C@H](C(=O)N4CCN(C(=O)C(C)C)CC4)CC3)c(=O)c2c1,,,,,,,,,,,,,765.0,5.3385,solubility,train,train
,COc1ccc2[nH]c(=O)n(C[C@H]3CC[C@H](C(=O)N4CCN(C(=O)C5CC5)CC4)CC3)c(=O)c2c1,,,,,,,,,,,,,53.0,5.3483,solubility,train,train
,COc1ccc2[nH]c(=O)n(C[C@H]3CC[C@H](C(=O)N4CCN(C(C)=O)CC4)CC3)c(=O)c2c1,,,,,,,,,,,,,1867.0,5.356,solubility,train,test
,COc1ccc2[nH]c(C(=O)N3CCN(C)CC3)cc2c1,,,,,,,,11823.0,1.62,logd,train,train,,,,,
,COc1ccc2[nH]c(C)c(-c3ccccc3)c(=O)c2c1,,,,,,,,6048.0,1.61,logd,test,train,,,,,
,COc1ccc2[nH]c(C)c(/C=C3\Oc4cc(O)cc(O)c4C3=O)c2c1,,,,,,,,,,,,,1336.0,3.4722,solubility,train,train
,COc1ccc2[nH]c(C)c(Br)c(=O)c2c1,,,,,,,,5214.0,1.62,logd,train,train,,,,,
,COc1ccc2[nH]c(C)c(Cc3ccccc3)c(=O)c2c1,,,,,,,,3754.0,2.53,logd,train,train,1585.0,3.301,solubility,train,test
,COc1ccc2[nH]c(C3CCCN(C(=O)c4ccc(F)cc4)C3)cc2n1,,,,,,,,1978.0,3.39,logd,train,train,,,,,
,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2c1,,,,,,,,843.0,2.3,logd,test,test,,,,,
,COc1ccc2[nH]c3c(C)c4ccncc4c(C)c3c2c1,,,,,,,,,,,,,3718.0,2.7317,solubility,test,train
,COc1ccc2[nH]c3c(c(=O)c2c1)CC(C)(C)CC3,,,,,,,,6231.0,2.0,logd,train,train,1442.0,4.5798,solubility,test,train
,COc1ccc2[nH]c3c(c(=O)c2c1)CCC(C)(C)C3,,,,,,,,4665.0,2.3,logd,train,train,105.0,3.9638,solubility,test,train
,COc1ccc2[nH]c3c(c(=O)c2c1)CCCC3,,,,,,,,2336.0,1.5,logd,train,train,1053.0,4.8921,solubility,test,train
,COc1ccc2[nH]c3c(c2c1)CCNC3C,,,,,,,,,,,,,9145.0,6.9519,solubility,train,train
,COc1ccc2[nH]c3c(c2c1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3,,,,,,,,5173.0,2.4,logd,train,train,860.0,5.9149,solubility,train,test
,COc1ccc2[nH]c3c(c2c1)CN(C(=O)[C@H]1CCCC[C@@H]1C(=O)NC1(C#N)CC1)CC3,,,,,,,,11824.0,2.4,logd,train,train,,,,,
,COc1ccc2[nH]cc(/C=C3\Oc4cc(O)cc(O)c4C3=O)c2c1,,,,,,,,,,,,,1527.0,4.5699,solubility,train,train
,COc1ccc2[nH]cc(C3CCCN3C)c2c1,,,,,,,,,,,,,9412.0,7.1387,solubility,test,test
,COc1ccc2[nH]cc(CC(=O)O)c2c1,,,,,,,,,,,,,9693.0,7.3552,solubility,test,train
,COc1ccc2[nH]cc(CCN(C)C)c2c1,,,,,,,,2812.0,3.3,logd,train,train,,,,,
,COc1ccc2[nH]cc(CCN)c2c1,,,,,,,,,,,,,10141.0,7.7529,solubility,test,train
,COc1ccc2[nH]cc(CCN3CCCC3)c2c1,,,,,,,,,,,,,8557.0,6.6163,solubility,train,train
,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,,,,,,,,5250.0,0.5,logd,train,test,8424.0,5.22185,solubility,test,train
,COc1ccc2[nH]ccc2c1,,,,,,,,,,,,,9163.0,6.9654,solubility,test,train
,COc1ccc2c(-c3cnn(-c4ccccc4)c3)ccnc2c1,,,,,,,,5536.0,5.0,logd,test,train,,,,,
,COc1ccc2c(=O)c(-c3ccccc3)c(C)[nH]c2c1,,,,,,,,4516.0,1.56,logd,test,train,,,,,
,COc1ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc2c1CN(C)C,,,,,,,,,,,,,4943.0,4.3266,solubility,train,train
,COc1ccc2c(=O)c(C)c(-c3ccc(F)cc3)oc2c1CN(C)C,,,,,,,,,,,,,5580.0,4.8266,solubility,train,train
,COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,,,,,,,,,,,,,6082.0,5.2416,solubility,train,train
,COc1ccc2c(=O)c(C)c(C)oc2c1CN1CCOCC1,,,,,,,,,,,,,8602.0,6.6419,solubility,train,train
,COc1ccc2c(=O)c(C)c(C)oc2c1C[NH+](C)C,,,,,,,,,,,,,8478.0,6.5635,solubility,test,train
,COc1ccc2c(=O)c(C)c(C)oc2c1C[NH+]1CCOCC1,,,,,,,,,,,,,8517.0,6.5926,solubility,train,train
,COc1ccc2c(=O)c(Cc3ccccc3)c(C)[nH]c2c1,,,,,,,,5330.0,2.52,logd,train,train,1137.0,3.699,solubility,train,train
,COc1ccc2c(=O)c(Cc3ccccc3)c(C)n(C)c2c1,,,,,,,,3742.0,3.24,logd,train,train,,,,,
,COc1ccc2c(=O)c(Cl)c(-c3ccc(N4CCCCC4)cc3)[nH]c2c1,,,,,,,,952.0,3.6,logd,train,train,,,,,
,COc1ccc2c(=O)c3c([nH]c2c1)CC(C)(C)CC3,,,,,,,,4437.0,2.2,logd,train,test,1098.0,4.9638,solubility,test,train
,COc1ccc2c(=O)c3c([nH]c2c1)CCC(C)(C)C3,,,,,,,,2337.0,2.2,logd,train,train,1055.0,4.7853,solubility,test,train
,COc1ccc2c(=O)c3c([nH]c2c1)CCC(F)(F)C3,,,,,,,,4023.0,1.6,logd,train,train,1050.0,4.1461,solubility,test,train
,COc1ccc2c(=O)c3c([nH]c2c1)CCC3,,,,,,,,4542.0,1.5,logd,train,train,1409.0,4.959,solubility,train,train
,COc1ccc2c(=O)c3c([nH]c2c1)CCCC3,,,,,,,,2335.0,1.9,logd,train,train,1410.0,4.9138,solubility,test,train
,COc1ccc2c(=O)c3c([nH]c2c1)CCCCC3,,,,,,,,4247.0,2.1,logd,train,train,1068.0,4.4771,solubility,train,test
,COc1ccc2c(=O)c3c([nH]c2c1)CCCCCC3,,,,,,,,6490.0,2.4,logd,train,train,1411.0,4.9912,solubility,train,train
,COc1ccc2c(=O)c3c([nH]c2c1OC)CCCC3,,,,,,,,4089.0,1.8,logd,train,train,592.0,5.243,solubility,test,test
,COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1,,,,,,,,,,,,,4142.0,3.4415,solubility,train,test
,COc1ccc2c(=O)cc(C)[nH]c2c1,,,,,,,,4627.0,1.2,logd,train,train,,,,,
,COc1ccc2c(=O)n(C(c3ccccc3)c3ccccc3)c(=O)n(C/C=C/COc3ccc(C(=O)O)cc3)c2c1,,,,,,,,4835.0,2.8,logd,test,train,1293.0,4.8631,solubility,train,train
,COc1ccc2c(=O)oc3c(OC)cc(CCN(C)C)c4c(=O)oc1c2c34,,,,,,,,4372.0,8.21,logd,train,train,,,,,
,COc1ccc2c(C)cc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,,,,,,,,11825.0,1.72,logd,test,test,,,,,
,COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4cccc(OC(F)(F)F)c4)C3)nc2c1,,,,,,,,11826.0,3.61,logd,train,train,,,,,
,COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4ccsc4)C3)nc2c1,,,,,,,,11827.0,2.46,logd,train,train,,,,,
,COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5ccccc45)C3)nc2c1,,,,,,,,11828.0,2.53,logd,train,train,,,,,
,COc1ccc2c(C)nc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,,,,,,,,11829.0,0.29,logd,test,train,,,,,
,COc1ccc2c(C)nc(NC(=N)N)nc2c1,,,,,,,,11830.0,-0.51,logd,train,train,,,,,
,COc1ccc2c(NCc3ccco3)nc(NC(C)C)nc2c1,,,,,,,,2604.0,3.7,logd,train,train,,,,,
,COc1ccc2c(OC)c(Cc3ccccc3)c(C)nc2c1,,,,,,,,3743.0,4.35,logd,train,train,853.0,3.301,solubility,test,test
,COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,,,,,,,,11831.0,3.5,logd,train,train,,,,,
,COc1ccc2c(Oc3ccc(CC(=O)Nc4n[nH]c(C)c4C)c(OC)c3)ccnc2c1,,,,,,,,11832.0,3.78,logd,test,train,,,,,
,COc1ccc2c(c1)/C(=C/CCN(C)C)c1ccccc1S2,,,,,,,,,,,,,4160.0,3.4671,solubility,test,test
,COc1ccc2c(c1)/C(=C\CCN(C)C)c1ccccc1S2,,,,,,,,,,,,,4161.0,3.4671,solubility,test,train
,COc1ccc2c(c1)C(=Cc1ccc3c(-c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,,,,,,,,1511.0,3.5,logd,train,test,,,,,
CHEMBL362781,COc1ccc2c(c1)C(=O)C(=O)N2Cc1cc2ccccc2o1,active,307.305,3.1709000000000023,0.0,4.0,7.886056647693163,active,,,,,,,,,,
CHEMBL188811,COc1ccc2c(c1)C(=O)C(=O)N2Cc1cc2ccccc2s1,active,323.373,3.639400000000003,0.0,4.0,7.568636235841013,active,,,,,,,,,,
,COc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,,,,,,,,,,,,,4281.0,3.6123,solubility,train,train
,COc1ccc2c(c1)C(O)(CCCN(C)C)c1ccccc1S2,,,,,,,,,,,,,4552.0,3.9087,solubility,train,train
,COc1ccc2c(c1)C(c1ccccc1)=NC(NC(=O)c1ccccc1OC)C(=O)N2,,,,,,,,11833.0,3.8,logd,train,test,,,,,
,COc1ccc2c(c1)C1(OCC(CN3CCOCC3)O1)c1ccccc1CO2,,,,,,,,,,,,,4751.0,4.1264,solubility,train,train
,COc1ccc2c(c1)CC(Nc1cc(C)nc3nc(C(C)(F)F)nn13)CC2,,,,,,,,7709.0,3.3,logd,train,train,,,,,
,COc1ccc2c(c1)CCCC(=O)N2CCN(C(C)C)C(C)C,,,,,,,,,,,,,5200.0,4.5344,solubility,train,train
,COc1ccc2c(c1)CCCN2C=CC=C/C=[N+]1\CCCc2cc(OC)ccc21,,,,,,,,,,,,,4664.0,4.042,solubility,train,train
,COc1ccc2c(c1)CCCN2c1nc(Cl)nc2ccccc12,,,,,,,,,,,,,142.0,3.1412,solubility,train,train
,COc1ccc2c(c1)CCCN2c1nc(NC2CC2)nc2ccccc12,,,,,,,,,,,,,814.0,3.8672,solubility,train,train
,COc1ccc2c(c1)CCCN2c1nc(NCCCO)nc2ccccc12,,,,,,,,,,,,,110.0,5.3172,solubility,train,train
,COc1ccc2c(c1)CCN(C(=O)CCCC(=O)O)[C@H]2C(=O)Nc1cc(F)c(C(C)(C)C)c(F)c1,,,,,,,,8430.0,3.77,logd,train,train,,,,,
,COc1ccc2c(c1)CCN(C(=O)CCCC(=O)O)[C@H]2C(=O)Nc1cc(F)c([Si](C)(C)C)c(F)c1,,,,,,,,2687.0,3.96,logd,train,test,,,,,
,COc1ccc2c(c1)CCN(C(=O)CCCC(=O)O)[C@H]2C(=O)Nc1cc(F)c2c(c1)CCC2(C)C,,,,,,,,7530.0,3.37,logd,train,test,,,,,
,COc1ccc2c(c1)CCN(C(=O)CNCC1(O)CCCCC1)[C@@H]2C(C)C,,,,,,,,3420.0,2.4,logd,test,train,,,,,
,COc1ccc2c(c1)CCN(C)C2CCc1ccc([N+](=O)[O-])cc1,,,,,,,,,,,,,4835.0,4.217,solubility,test,train
,COc1ccc2c(c1)CC[NH+](C)C2CCc1ccc(Cl)cc1,,,,,,,,,,,,,4568.0,3.9302,solubility,train,test
,COc1ccc2c(c1)C[C@@H](C)N(CC(C)C)[C@@H]2c1ccc(/C=C/C(=O)O)cc1,,,,,,,,985.0,2.3,logd,train,train,,,,,
,COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,,,,,,,,,,,,,13035.0,4.78,solubility,train,train
,COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,,,,,,,,,,,,,3998.0,3.2202,solubility,train,train
,COc1ccc2c(c1)N(CCN(C(C)C)C(C)C)C(=O)CCC2,,,,,,,,,,,,,5201.0,4.5344,solubility,train,test
,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CO2,,,,,,,,11834.0,1.24,logd,train,train,,,,,
,COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CS2,,,,,,,,11835.0,1.78,logd,train,train,,,,,
,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CC2,,,,,,,,11836.0,0.66,logd,train,train,,,,,
,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,,,,,,,,11837.0,0.87,logd,train,train,,,,,
,COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)OC2,,,,,,,,11838.0,0.5,logd,train,train,,,,,
,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,,,,,,,,5910.0,2.88,logd,train,test,4017.0,4.020300000000001,solubility,train,train
,COc1ccc2c(c1)NC(=O)CN2c1nc(CO)nc2ccccc12,,,,,,,,,,,,,1947.0,4.7545,solubility,train,train
,COc1ccc2c(c1)NC(=O)CN2c1nc(COC(C)=O)nc2ccccc12,,,,,,,,,,,,,1342.0,4.3292,solubility,train,train
,COc1ccc2c(c1)NC(=O)CN2c1nc(Cl)nc2ccccc12,,,,,,,,,,,,,712.0,4.5955,solubility,train,test
,COc1ccc2c(c1)NC(=O)CN2c1nc(N2CC(F)(F)C2)nc2ccccc12,,,,,,,,,,,,,1794.0,3.1645,solubility,train,train
,COc1ccc2c(c1)NC(=O)CN2c1nc(N2CCC(F)(F)C2)nc2ccccc12,,,,,,,,,,,,,2190.0,3.0488,solubility,train,train
,COc1ccc2c(c1)NC(=O)CN2c1nc(NC2CC2)nc2ccccc12,,,,,,,,,,,,,1341.0,5.2735,solubility,test,train
,COc1ccc2c(c1)NC(=O)CN2c1nc(NC2CCCC2)nc2ccccc12,,,,,,,,,,,,,1946.0,3.5712,solubility,train,train
,COc1ccc2c(c1)NC(=O)CN2c1nc(NCCCO)nc2ccccc12,,,,,,,,,,,,,134.0,5.3291,solubility,train,train
,COc1ccc2c(c1)Sc1ccccc1/C2=C/CCN1CCN(CCO)CC1,,,,,,,,,,,,,4635.0,4.0078,solubility,train,train
,COc1ccc2c(c1)Sc1ccccc1/C2=C\CCN1CCN(C)CC1,,,,,,,,,,,,,3951.0,3.1502,solubility,train,train
,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3,,,,,,,,,,,,,6564.0,5.4397,solubility,train,train
,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CC=C(C)C)CC3,,,,,,,,,,,,,4076.0,3.3398,solubility,train,test
,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCC(C)C)CC3,,,,,,,,,,,,,4012.0,3.2524,solubility,train,train
,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCc1ccc(OC)c(OC)c1)CC3,,,,,,,,,,,,,3840.0,2.9617,solubility,train,train
,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCc1ccccc1)CC3,,,,,,,,,,,,,3831.0,2.9452,solubility,train,test
,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(CCc1ccco1)CC3,,,,,,,,,,,,,4095.0,3.55555,solubility,train,train
,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2=O)N(C)CC3,,,,,,,,,,,,,6264.0,5.2729,solubility,test,train
,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2O)N(C)CC3,,,,,,,,,,,,,7379.0,5.952,solubility,train,train
